League,Year,Season,Type,blueTeamTag,bResult,rResult,redTeamTag,gamelength,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,Address
TCL,2015,Summer,Season,DP,1,0,CREW,45,Elwind,Hecarim,Crystal,RekSai,Naru,Azir,Zeitnot,Vayne,Rydle,Janna,Marshall,Gnar,Euphony,Sejuani,Ravenno,Xerath,Madness,Sivir,Blumigan,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830410?gameHash=2a0951f6b7731d28
TCL,2015,Summer,Season,BJK,1,0,TT,38,Thaldrin,Gnar,Taikki,Ekko,avenuee,Azir,Nardeus,Corki,Dumbledoge,Bard,Xyraz,Hecarim,Rawbin,Olaf,LongB,Ahri,Revanche,Sivir,un1tback,Janna,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830421?gameHash=72769cdeb42aa44a
TCL,2015,Summer,Season,OHM,1,0,A,44,numlocked,Rumble,Astarte,RekSai,Immortoru,Azir,Ruvelius,Kalista,rogu,Thresh,jer0m,Gnar,Adaniel,Gragas,Elysion,Ryze,Samux,Ashe,Terap1st,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830428?gameHash=6bad97d8eaac1c3a
TCL,2015,Summer,Season,HWA,1,0,NR1,29,fabfabulous,Shen,Stomaged,Gragas,niQ760,Ryze,HolyPhoenix,Ashe,SuperAZE,Nautilus,NasesUyno,Maokai,Trixucator,RekSai,wtcN,Ekko,KillerEs,Kalista,Swanepoel,Morgana,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830443?gameHash=4a50ca0a8b656670
TCL,2015,Summer,Season,NR1,1,0,TT,34,NasesUyno,Gnar,Trixucator,Evelynn,wtcN,Azir,KillerEs,Ashe,Swanepoel,Nautilus,Xyraz,Shen,Rawbin,Gragas,LongB,Fizz,Revanche,Tristana,un1tback,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830502?gameHash=80a7a28f1e4ea881
TCL,2015,Summer,Season,CREW,0,1,BJK,36,Marshall,Maokai,Euphony,Ekko,Ravenno,Azir,Madness,Sivir,Blumigan,Nautilus,Thaldrin,Hecarim,Taikki,RekSai,avenuee,Cassiopeia,Nardeus,Corki,Dumbledoge,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830507?gameHash=82f43f5a4d9c3a67
TCL,2015,Summer,Season,A,0,1,DP,38,jer0m,Shen,Adaniel,Maokai,Elysion,Azir,Samux,Kalista,Terap1st,Thresh,Elwind,Fizz,Crystal,RekSai,Naru,Xerath,Zeitnot,Sivir,Rydle,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830528?gameHash=3216155b041e3d70
TCL,2015,Summer,Season,HWA,1,0,OHM,34,fabfabulous,Maokai,Stomaged,RekSai,niQ760,Viktor,HolyPhoenix,Kalista,SuperAZE,Thresh,numlocked,Rumble,Astarte,Gragas,Immortoru,Varus,Ruvelius,Jinx,rogu,Annie,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000830530?gameHash=67c3ec2ba938cd8b
TCL,2015,Summer,Season,A,0,1,BJK,42,Jer0m,Shen,Adaniel,Evelynn,Elysion,Ezreal,Samux,Kalista,Terap1st,Thresh,Thaldrin,Gnar,Taikki,Gragas,Avenuee,Azir,Nardeus,Sivir,Dumbledoge,Bard,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980057?gameHash=b56e15780b7a5e69
TCL,2015,Summer,Season,OHM,1,0,NR1,29,numlocked,Rumble,Astarte,Olaf,Immortoru,Ezreal,Ruvelius,Draven,rogu,Alistar,NasesUyno,Gnar,Trixucator,Evelynn,wtcN,Viktor,KillerEs,Sivir,Swanepoel,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980065?gameHash=b5f725c034fd3533
TCL,2015,Summer,Season,TT,1,0,CREW,32,Xyraz,Shen,Rawbin,JarvanIV,LongB,Azir,Revanche,Sivir,Un1tback,Janna,Marshall,Hecarim,Akira,RekSai,Ravenno,Ezreal,Ritix,Vayne,Makro,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980076?gameHash=7f7e82bfa329266a
TCL,2015,Summer,Season,TT,1,0,OHM,57,Xyraz,Shen,Rawbin,JarvanIV,LongB,Xerath,Revanche,Sivir,Un1tback,Alistar,numlocked,Rumble,Astarte,RekSai,Immortoru,Varus,Ruvelius,Vayne,rogu,Janna,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980217?gameHash=12bfb83b6c9fa7e0
TCL,2015,Summer,Season,NR1,0,1,DP,35,NasesUyno,Gnar,Trixucator,Gragas,wtcN,Viktor,KillerEs,Kalista,Swanepoel,Nautilus,Elwind,Hecarim,Crystal,RekSai,Naru,TwistedFate,Zeitnot,Corki,Rydle,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980227?gameHash=6f335cdfd8483374
TCL,2015,Summer,Season,CREW,0,1,A,33,Marshall,Shen,Akira,Gragas,Ravenno,TwistedFate,Ritix,Kalista,Makro,Janna,Jer0m,Maokai,Adaniel,Ekko,Elysion,Varus,Samux,Corki,Terap1st,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980245?gameHash=14a901f1e7fbd06f
TCL,2015,Summer,Season,BJK,0,1,HWA,46,Thaldrin,Ryze,Taikki,Evelynn,Avenuee,Ezreal,Nardeus,Vayne,Dumbledoge,Alistar,fabfabulous,Shen,Stomaged,Ekko,niQ760,Varus,HolyPhoenix,Corki,SuperAZE,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TRSA1/980274?gameHash=f72ce5580937794b
TCL,2015,Summer,Season,CREW,0,1,HWA,33,Marshall,Maokai,Duxen,Olaf,Ravenno,Azir,Ritix,Jinx,Makro,Janna,fabfabulous,Shen,Stomaged,Gragas,niQ760,Jayce,HolyPhoenix,Corki,SuperAZE,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000840097?gameHash=842036a6e4d0bb4a
TCL,2015,Summer,Season,BJK,1,0,NR1,34,Thaldrin,Hecarim,Taikki,Gragas,avenuee,Viktor,Nardeus,Kalista,Dumbledoge,Morgana,NasesUyno,Maokai,Trixucator,Nidalee,wtcN,Azir,KillerEs,Corki,Swanepoel,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850052?gameHash=c1ba767b4efcfb4e
TCL,2015,Summer,Season,A,0,1,TT,29,jer0m,Nautilus,Adaniel,Ekko,Elysion,Ezreal,Samux,Corki,Terap1st,Lulu,Xyraz,Shen,Rawbin,RekSai,LongB,Diana,Revanche,Sivir,un1tback,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850060?gameHash=bec1421d52c5b63a
TCL,2015,Summer,Season,DP,1,0,OHM,35,Elwind,Hecarim,Crystal,Gragas,Naru,Ezreal,Zeitnot,Corki,Rydle,Janna,numlocked,Shen,Astarte,RekSai,Immortoru,Azir,Madness,Jinx,rogu,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850069?gameHash=606cc0be2cdb41ab
TCL,2015,Summer,Season,HWA,1,0,A,25,fabfabulous,Maokai,Stomaged,Ekko,niQ760,Ryze,HolyPhoenix,Kalista,SuperAZE,Annie,jer0m,Nautilus,Adaniel,RekSai,Elysion,Varus,Samux,Tristana,Terap1st,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850079?gameHash=a69f6cd6b6766b8d
TCL,2015,Summer,Season,DP,1,0,TT,30,Elwind,Fizz,Crystal,RekSai,Naru,Viktor,Zeitnot,Vayne,Rydle,Morgana,Xyraz,Hecarim,Rawbin,Ekko,LongB,Ezreal,Revanche,Sivir,un1tback,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850086?gameHash=4351e85241792a99
TCL,2015,Summer,Season,NR1,1,0,CREW,29,NasesUyno,Gnar,Trixucator,RekSai,wtcN,Azir,KillerEs,Ashe,Swanepoel,Nautilus,Marshall,Fizz,Duxen,LeeSin,Ravenno,Anivia,Ritix,Tristana,Makro,Thresh,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850092?gameHash=f58d8cda99bdd6ee
TCL,2015,Summer,Season,OHM,0,1,BJK,35,numlocked,Shen,Astarte,RekSai,Immortoru,Ezreal,Madness,Vayne,rogu,Janna,Thaldrin,Maokai,Taikki,Gragas,avenuee,Yasuo,Nardeus,Sivir,Dumbledoge,Bard,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000850100?gameHash=6aa109b1677cf204
TCL,2015,Summer,Playoffs,TT,1,0,OHM,46,Xyraz,Fizz,Rawbin,RekSai,LongB,Azir,Revanche,Sivir,un1tback,Janna,numlocked,Maokai,Kanani,Gragas,Immortoru,Varus,Ruvelius,Corki,rogu,Nautilus,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000880031?gameHash=326e2f26d1c348f7
TCL,2015,Summer,Playoffs,OHM,0,1,TT,32,numlocked,Rumble,Kanani,RekSai,Immortoru,Viktor,Ruvelius,Corki,rogu,Janna,Xyraz,Hecarim,Rawbin,Gragas,LongB,KogMaw,Revanche,Sivir,un1tback,Nautilus,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000880037?gameHash=83612c1f947fe82e
TCL,2015,Summer,Playoffs,TT,0,1,OHM,33,Xyraz,Fizz,Rawbin,JarvanIV,LongB,Ahri,Revanche,Sivir,un1tback,Nautilus,numlocked,Shen,Kanani,Gragas,Immortoru,Ezreal,Ruvelius,Draven,rogu,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000880038?gameHash=adcd472d7c7a8467
TCL,2015,Summer,Playoffs,OHM,0,1,TT,40,numlocked,Shen,Kanani,RekSai,Immortoru,Azir,Ruvelius,Ezreal,rogu,Thresh,Xyraz,Fizz,Rawbin,Gragas,LongB,Varus,Revanche,Corki,un1tback,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000880039?gameHash=5bd62ee11408764f
TCL,2015,Summer,Playoffs,HWA,1,0,NR1,27,fabfabulous,Maokai,Stomaged,Gragas,niQ760,Varus,HolyPhoenix,Kalista,SuperAZE,Annie,NasesUyno,Shen,Adaniel,RekSai,wtcN,Ezreal,KillerEs,Tristana,Swanepoel,Janna,http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1000880085?gameHash=5f754860cb59a135
TCL,2015,Summer,Playoffs,NR1,0,1,HWA,39,NasesUyno,Rumble,Adaniel,Ekko,wtcN,Varus,KillerEs,Sivir,Swanepoel,Nautilus,fabfabulous,Maokai,Stomaged,RekSai,niQ760,Jayce,HolyPhoenix,Corki,SuperAZE,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1000880089?gameHash=51bca43dbf2a0d21
TCL,2015,Summer,Playoffs,HWA,1,0,NR1,44,fabfabulous,Shen,Stomaged,Gragas,niQ760,Viktor,HolyPhoenix,Kalista,SuperAZE,Thresh,NasesUyno,Maokai,Adaniel,RekSai,wtcN,Varus,KillerEs,Corki,Swanepoel,Annie,http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1000880093?gameHash=130e84c07de48499
TCL,2015,Summer,Playoffs,OHM,0,1,NR1,49,numlocked,Shen,Kanani,Gragas,Immortoru,Ezreal,Ruvelius,Draven,rogu,Thresh,NasesUyno,Rumble,Adaniel,RekSai,wtcN,TwistedFate,KillerEs,Sivir,Swanepoel,Annie,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890205?gameHash=068b3f15e7117f83
TCL,2015,Summer,Playoffs,NR1,1,0,OHM,41,NasesUyno,Maokai,Adaniel,RekSai,wtcN,Ahri,KillerEs,Corki,Swanepoel,Nautilus,numlocked,Shen,Kanani,Gragas,Immortoru,Varus,Ruvelius,Sivir,rogu,Morgana,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890208?gameHash=710967104ac8ac69
TCL,2015,Summer,Playoffs,BJK,1,0,TT,45,Thaldrin,Hecarim,Taikki,Gragas,avenuee,Ezreal,Honos,Lucian,Dumbledoge,Morgana,Xyraz,Shen,Rawbin,Olaf,LongB,Diana,Revanche,Sivir,un1tback,Janna,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890189?gameHash=090b2a1c3b250f22
TCL,2015,Summer,Playoffs,TT,1,0,BJK,41,Xyraz,Shen,Rawbin,JarvanIV,LongB,Azir,Revanche,Kalista,un1tback,Nautilus,Thaldrin,Hecarim,Taikki,Evelynn,avenuee,Varus,Honos,Corki,Dumbledoge,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890191?gameHash=397d6ec3d4ad68d8
TCL,2015,Summer,Playoffs,BJK,1,0,TT,38,Thaldrin,Ryze,Taikki,Ekko,avenuee,Varus,Honos,Sivir,Dumbledoge,Morgana,Xyraz,Rumble,Rawbin,JarvanIV,LongB,Azir,Revanche,Tristana,un1tback,Shen,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890194?gameHash=b639606079ad49d4
TCL,2015,Summer,Playoffs,TT,1,0,BJK,48,Xyraz,Fizz,Rawbin,Gragas,LongB,Varus,Revanche,Corki,un1tback,Nautilus,Thaldrin,Hecarim,Taikki,Ekko,avenuee,Azir,Honos,Sivir,Dumbledoge,Janna,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890195?gameHash=38d9a8279e7d7adf
TCL,2015,Summer,Playoffs,BJK,1,0,TT,43,Thaldrin,Hecarim,Taikki,Gragas,avenuee,Varus,Honos,Corki,Dumbledoge,Morgana,Xyraz,Shen,Rawbin,JarvanIV,LongB,Xerath,Revanche,Sivir,un1tback,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890197?gameHash=c5e4e9a81393a6b0
TCL,2015,Summer,Playoffs,DP,1,0,HWA,35,Elwind,Fizz,Crystal,Gragas,Naru,Ezreal,Zeitnot,Vayne,Rydle,Alistar,fabfabulous,Maokai,Stomaged,Rengar,niQ760,Diana,HolyPhoenix,KogMaw,SuperAZE,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890209?gameHash=f06c410be4adfbe8
TCL,2015,Summer,Playoffs,HWA,0,1,DP,41,fabfabulous,Hecarim,Stomaged,Gragas,niQ760,TwistedFate,HolyPhoenix,Jinx,SuperAZE,Janna,Elwind,Maokai,Crystal,RekSai,Naru,Ahri,Zeitnot,Corki,Rydle,Bard,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000880191?gameHash=c96ff70471cfc9c4
TCL,2015,Summer,Playoffs,DP,1,0,HWA,31,Elwind,Hecarim,Crystal,RekSai,Naru,Ezreal,Zeitnot,Sivir,Rydle,Alistar,fabfabulous,Rumble,Stomaged,Ekko,niQ760,Varus,HolyPhoenix,Corki,SuperAZE,Nautilus,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000880192?gameHash=d35c09d3ba21e3b6
TCL,2015,Summer,Playoffs,BJK,0,1,DP,42,Thaldrin,Maokai,Taikki,Gragas,avenuee,TwistedFate,Nardeus,Sivir,Dumbledoge,Morgana,Elwind,Shyvana,Crystal,Evelynn,Naru,Ezreal,Zeitnot,Vayne,Rydle,Alistar,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000880244?gameHash=3391287d55994680
TCL,2015,Summer,Playoffs,DP,1,0,BJK,38,Elwind,Hecarim,Crystal,RekSai,Naru,Azir,Zeitnot,Corki,Rydle,Nautilus,Thaldrin,Maokai,Taikki,Nidalee,avenuee,Varus,Nardeus,Kalista,Dumbledoge,Morgana,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890279?gameHash=e36416fdff70574a
TCL,2015,Summer,Playoffs,BJK,1,0,DP,41,Thaldrin,Gnar,Taikki,Gragas,avenuee,Ezreal,Nardeus,Corki,Dumbledoge,Trundle,Elwind,Hecarim,Crystal,RekSai,Naru,TwistedFate,Zeitnot,Kalista,Rydle,Braum,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890280?gameHash=e7caaa1251a78e81
TCL,2015,Summer,Playoffs,DP,1,0,BJK,34,Elwind,Maokai,Crystal,Gragas,Naru,Diana,Zeitnot,Sivir,Rydle,Thresh,Thaldrin,Rumble,Taikki,RekSai,avenuee,Viktor,Nardeus,Corki,Dumbledoge,Trundle,http://matchhistory.tr.leagueoflegends.com/en/#match-details/TREU/1000890281?gameHash=342adf17faab7743
TCL,2016,Spring,Season,NR1,1,0,HWA,39,aprox,Shen,Muscle,Graves,Elysion,Ahri,KillerEs,Lucian,Swanepoel,Braum,Marshall,Ryze,Trixucator,LeeSin,Hatrixx,Lulu,Revanche,Ezreal,Visdom,Thresh,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060050?gameHash=4b139b75f28cf822
TCL,2016,Spring,Season,SUP,0,1,BJK,44,Thaldrin,TahmKench,Stomaged,LeeSin,Naru,Corki,Achuu,Caitlyn,Dumbledoge,Poppy,Xyraz,Shen,Rawbin IV,RekSai,Immortoru,Ahri,Ruvelius,Lucian,hibiki,Morgana,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060070?gameHash=da47d4900c533c07
TCL,2016,Spring,Season,AUR,1,0,CLK,36,Hioss,Shen,Kanani,Graves,Avenuee,Lux,DarkSide,Tristana,Zergsting,Janna,Panky,Lissandra,Astarte,RekSai,LEYL U NEHAR,Anivia,Madness,Lucian,Cognac,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060087?gameHash=93cbece45bec98bc
TCL,2016,Spring,Season,TT,0,1,DP,39,Fencer,DrMundo,Reach,RekSai,LongB Gncm,Viktor,kazze,MissFortune,Un1tback,Braum,Elwind,Lissandra,Crystal,Graves,Lukezy,Corki,Zeitnot,Ezreal,Denden,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060106?gameHash=48839ec35934bc92
TCL,2016,Spring,Season,CLK,0,1,SUP,42,Panky,Trundle,Astarte,Poppy,LEYL U NEHAR,Ahri,Madness,Ezreal,Cognac,Shen,Thaldrin,Lissandra,Stomaged,DrMundo,Naru,Corki,Achuu,MissFortune,Dumbledoge,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060130?gameHash=fbd357db2230579c
TCL,2016,Spring,Season,HWA,1,0,DP,26,Marshall,Quinn,Trixucator,Graves,Hatrixx,Ahri,Revanche,Corki,Visdom,Shen,Elwind,Gangplank,Crystal,RekSai,Lukezy,Leblanc,Zeitnot,Lucian,Denden,Trundle,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060143?gameHash=5052c290d4a8e3c5
TCL,2016,Spring,Season,AUR,1,0,NR1,36,Hioss,Shen,Kanani,Kindred,Avenuee,Leblanc,DarkSide,Corki,Zergsting,Alistar,aprox,Malphite,Muscle,Graves,Elysion,Viktor,KillerEs,Lucian,Swanepoel,Braum,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060145?gameHash=43e2b1a8fab33867
TCL,2016,Spring,Season,BJK,0,1,TT,36,Xyraz,DrMundo,Rawbin IV,RekSai,Immortoru,Corki,Ruvelius,Kalista,hibiki,Janna,Fencer,Fiora,Reach,Graves,LongB Gncm,Lissandra,kazze,Tristana,Un1tback,TahmKench,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060160?gameHash=d4246b46b8064a57
TCL,2016,Spring,Season,DP,1,0,AUR,30,Elwind,Gnar,Crystal,Elise,Lukezy,Ahri,Zeitnot,Corki,Denden,Alistar,Hioss,TahmKench,Kanani,RekSai,Avenuee,Gangplank,DarkSide,Tristana,Zergsting,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060196?gameHash=3d690e80c2e1f7f3
TCL,2016,Spring,Season,NR1,0,1,SUP,45,aprox,Lissandra,KonDziSan,Elise,Elysion,Corki,KillerEs,Kalista,Swanepoel,Alistar,Thaldrin,Shen,Stomaged,Graves,Naru,Ahri,Achuu,Lucian,Dumbledoge,Bard,http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1001060204?gameHash=06b5e33cb5618fa0
TCL,2016,Spring,Season,BJK,1,0,CLK,42,Xyraz,Gangplank,Rawbin IV,RekSai,Immortoru,Viktor,Ruvelius,Lucian,hibiki,Trundle,Panky,Lissandra,Astarte,Elise,LEYL U NEHAR,Corki,Madness,Ezreal,Cognac,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060215?gameHash=5278cb00b5f1c07e
TCL,2016,Spring,Season,TT,0,1,HWA,25,Fencer,Jax,Reach,RekSai,LongB Gncm,Syndra,kazze,Kalista,Un1tback,Alistar,Marshall,Gnar,Trixucator,LeeSin,Hatrixx,Ahri,Revanche,Corki,Visdom,Thresh,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001060227?gameHash=9c283ca7b6854b66
TCL,2016,Spring,Season,TT,1,0,AUR,34,Fencer,Ryze,Reach,RekSai,LongB Gncm,Ahri,kazze,Tristana,Un1tback,TahmKench,Hioss,Lissandra,Kanani,Elise,Avenuee,Viktor,DarkSide,Kalista,Zergsting,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001070222?gameHash=c1d12589ef357d6c
TCL,2016,Spring,Season,HWA,1,0,BJK,31,Marshall,Gnar,Trixucator,RekSai,Hatrixx,Lux,Revanche,Corki,Visdom,Thresh,Xyraz,Malphite,Rawbin IV,Elise,Immortoru,Leblanc,Ruvelius,Lucian,hibiki,Janna,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001070227?gameHash=7157d66acca5c9c1
TCL,2016,Spring,Season,CLK,0,1,NR1,43,Panky,Trundle,Astarte,Elise,LEYL U NEHAR,Ahri,Madness,Kalista,Cognac,Morgana,aprox,Fiora,KonDziSan,RekSai,Elysion,Yasuo,KillerEs,Lucian,Swanepoel,Nautilus,http://matchhistory.na.leagueoflegends.com/en/#match-details/TREU/1001070234?gameHash=c7924a4079487d27
TCL,2016,Spring,Season,SUP,0,1,DP,31,Thaldrin,Fiora,Stomaged,Elise,Naru,Leblanc,Achuu,Lucian,Dumbledoge,Trundle,Elwind,Quinn,Crystal,Graves,Lukezy,Ahri,Zeitnot,Corki,Denden,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001070244?gameHash=7371d1427296efe9
TCL,2016,Spring,Season,AUR,1,0,HWA,41,Hioss,Fiora,Kanani,RekSai,Avenuee,Leblanc,DarkSide,Lucian,Zergsting,Poppy,Marshall,Gnar,Trixucator,Graves,Hatrixx,Ahri,Revanche,Kalista,Visdom,Trundle,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001090029?gameHash=48f2fc58264bae4c
TCL,2016,Spring,Season,DP,1,0,CLK,45,Elwind,Fiora,Crystal,Elise,Lukezy,Ahri,Zeitnot,Corki,Denden,Trundle,Panky,DrMundo,Astarte,RekSai,LEYL U NEHAR,Lissandra,Madness,Kalista,Cognac,Thresh,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001090033?gameHash=84a7bdd82dab194d
TCL,2016,Spring,Season,NR1,0,1,BJK,33,aprox,Shen,KonDziSan,RekSai,Elysion,Ahri,KillerEs,Lucian,Swanepoel,Nautilus,Xyraz,Fiora,Rawbin IV,Gragas,Immortoru,Lux,Ruvelius,Kalista,hibiki,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001090044?gameHash=fbfc7bca30abc084
TCL,2016,Spring,Season,SUP,1,0,TT,34,Fabfabulous,Malphite,Stomaged,Elise,Naru,Viktor,Achuu,Lucian,Dumbledoge,Alistar,Fencer,Fiora,Reach,Graves,LongB Gncm,Corki,kazze,Caitlyn,Un1tback,TahmKench,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001090053?gameHash=bd597dda7e3ffff5
TCL,2016,Spring,Season,CLK,1,0,TT,37,Panky,Fiora,Astarte,Graves,LEYL U NEHAR,Viktor,Madness,Corki,Cognac,Trundle,Fencer,Malphite,Reach,Elise,LongB Gncm,Orianna,kazze,Tristana,Un1tback,Shen,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001080068?gameHash=09bd700438bb4810
TCL,2016,Spring,Season,NR1,0,1,DP,28,aprox,Fiora,KonDziSan,Gragas,Elysion,Zed,KillerEs,Corki,Swanepoel,Morgana,Elwind,Trundle,Crystal,RekSai,Lukezy,TwistedFate,Zeitnot,Lucian,Denden,Thresh,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001080076?gameHash=f2af38d43e44412a
TCL,2016,Spring,Season,BJK,1,0,AUR,33,Xyraz,Fiora,Rawbin IV,Elise,Immortoru,Ahri,Ruvelius,Kalista,hibiki,Alistar,Hioss,Malphite,Kanani,Gragas,Avenuee,Corki,DarkSide,Lucian,Zergsting,Trundle,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001080083?gameHash=5a67fb237df369b7
TCL,2016,Spring,Season,SUP,0,1,HWA,32,Fabfabulous,Shen,Stomaged,Elise,Naru,Leblanc,Achuu,Kalista,Dumbledoge,Alistar,Marshall,TahmKench,Trixucator,RekSai,Hatrixx,Lux,Revanche,Lucian,Visdom,Thresh,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001090110?gameHash=fabddb60c7910c4b
TCL,2016,Spring,Season,TT,1,0,NR1,31,Fencer,Fiora,Reach,Graves,LongB Gncm,Lux,kazze,Lucian,Un1tback,Thresh,aprox,Lulu,KonDziSan,RekSai,Elysion,Corki,KillerEs,Ezreal,Swanepoel,Braum,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001110032?gameHash=802f3d5325918a86
TCL,2016,Spring,Season,AUR,0,1,SUP,47,Hioss,Shen,Kanani,RekSai,Avenuee,Leblanc,DarkSide,Lucian,Zergsting,Thresh,Fabfabulous,Graves,Stomaged,Kindred,Naru,Lissandra,Achuu,Kalista,Dumbledoge,Morgana,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001110035?gameHash=727fd3fefbd29bad
TCL,2016,Spring,Season,HWA,1,0,CLK,46,Marshall,Fiora,Trixucator,Nidalee,Hatrixx,Corki,Revanche,Lucian,Visdom,Braum,Panky,Trundle,Astarte,Elise,LEYL U NEHAR,Viktor,Madness,Kalista,Cognac,Morgana,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001110042?gameHash=191511977b59929d
TCL,2016,Spring,Season,BJK,1,0,DP,41,Xyraz,Graves,Rawbin IV,Udyr,Immortoru,Zilean,Ruvelius,Vayne,hibiki,Alistar,Elwind,Gangplank,Crystal,Elise,Lukezy,Corki,Zeitnot,Lucian,Denden,Braum,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001110067?gameHash=220fff8014150b16
TCL,2016,Spring,Season,HWA,1,0,NR1,45,Marshall,Fiora,Trixucator,RekSai,Hatrixx,Corki,Revanche,Caitlyn,Visdom,Syndra,aprox,Lulu,KonDziSan,Gragas,Elysion,Yasuo,KillerEs,Lucian,Swanepoel,Alistar,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1001110098?gameHash=8c1c61ca66d7d75f
